RecordedDate,Q1,Q4,Q3,Q5,Q6,Q7,Q2
2023-06-16 18:46:38,Jan 27th,,Lunch 2,Fairly,Agree,Agree,Activity
2023-06-16 18:46:46,Jan 27th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 18:46:53,Jan 27th,,Lunch 2,Somewhat,Strongly agree,Strongly agree,Activity
2023-06-16 18:47:02,Jan 27th,,Lunch 2,Fairly,Agree,Agree,Activity
2023-06-16 18:47:10,Jan 27th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 18:47:18,Jan 27th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 18:47:26,Jan 27th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 18:47:34,Jan 27th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:01:45,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:02:03,Feb 10th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 19:02:13,Feb 10th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 19:02:25,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:02:37,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:02:50,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:02:59,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:03:09,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:03:22,Feb 10th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:21:13,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:21:25,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:21:35,Feb 10th,,Lunch 2,Somewhat,Strongly agree,Strongly agree,Activity
2023-06-16 19:21:50,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:04,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:15,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:24,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:33,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:43,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:22:52,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:23:01,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:23:11,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 19:23:20,Feb 10th,,Lunch 2,Fairly,Agree,Neutral,Activity
2023-06-16 19:23:30,Feb 10th,,Lunch 2,Very,Agree,Agree,Activity
2023-06-16 19:23:50,Feb 10th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 20:56:38,Mar 3rd,,Lunch 1,Very,Agree,Strongly agree,Guest Speaker
2023-06-16 20:56:48,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:56:58,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:57:10,Mar 3rd,,Lunch 1,Fairly,Neutral,Agree,Guest Speaker
2023-06-16 20:57:21,Mar 3rd,,Lunch 1,Very,Agree,Agree,Guest Speaker
2023-06-16 20:57:30,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:57:40,Mar 3rd,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 20:57:51,Mar 3rd,,Lunch 1,Fairly,Agree,Agree,Guest Speaker
2023-06-16 20:58:00,Mar 3rd,,Lunch 1,Fairly,Agree,Agree,Guest Speaker
2023-06-16 20:58:09,Mar 3rd,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 20:58:17,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:58:26,Mar 3rd,,Lunch 1,Fairly,Agree,Agree,Guest Speaker
2023-06-16 20:58:34,Mar 3rd,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 20:58:42,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:58:52,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:59:00,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:59:08,Mar 3rd,,Lunch 1,Very,Agree,Agree,Guest Speaker
2023-06-16 20:59:17,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:59:24,Mar 3rd,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 20:59:37,Mar 3rd,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 21:09:20,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:09:31,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:09:39,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:09:49,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:00,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:08,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:26,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:35,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:44,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:10:53,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:11:02,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:11:11,May 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:11:21,Mar 3rd,,Lunch 2,Very,Agree,Agree,Guest Speaker
2023-06-16 21:11:31,Mar 3rd,,Lunch 2,Fairly,Strongly agree,Agree,Guest Speaker
2023-06-16 21:11:42,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:11:49,Mar 3rd,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:11:58,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:12:08,Mar 3rd,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:12:16,Mar 3rd,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:12:25,Mar 3rd,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:12:33,Mar 3rd,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 21:30:44,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:31:03,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:31:12,Feb 24th,,Lunch 1,Somewhat,Agree,Agree,Activity
2023-06-16 21:31:22,Feb 24th,,Lunch 1,Fairly,Agree,Agree,Activity
2023-06-16 21:31:34,Feb 24th,,Lunch 1,Somewhat,Agree,Agree,Activity
2023-06-16 21:31:47,Feb 24th,,Lunch 1,Fairly,Neutral,Neutral,Activity
2023-06-16 21:32:00,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:32:09,Feb 24th,,Lunch 1,Very,Strongly agree,Agree,Activity
2023-06-16 21:32:20,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:32:28,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:32:37,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:32:48,Feb 24th,,Lunch 1,Fairly,Neutral,Agree,Activity
2023-06-16 21:32:57,Feb 24th,,Lunch 1,Somewhat,Agree,Agree,Activity
2023-06-16 21:33:06,Feb 24th,,Lunch 1,Somewhat,Agree,Agree,Activity
2023-06-16 21:33:14,Feb 24th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:33:31,Feb 24th,,Lunch 1,Somewhat,Agree,Agree,Activity
2023-06-16 21:33:41,Feb 24th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 21:33:52,Feb 24th,,Lunch 1,Fairly,Strongly agree,Agree,Activity
2023-06-16 21:46:57,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:07,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:16,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:24,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:35,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:43,Feb 24th,,Lunch 2,Fairly,Strongly agree,Strongly agree,Activity
2023-06-16 21:47:53,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:48:02,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:48:11,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:48:26,Feb 24th,,Lunch 2,Very,Agree,Agree,Activity
2023-06-16 21:48:35,Feb 24th,,Lunch 2,Fairly,Strongly agree,Strongly agree,Activity
2023-06-16 21:48:44,Feb 24th,,Lunch 2,Fairly,Strongly agree,Agree,Activity
2023-06-16 21:48:55,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:49:04,Feb 24th,,Lunch 2,Fairly,Strongly agree,Strongly agree,Activity
2023-06-16 21:49:17,Feb 24th,,Lunch 2,Somewhat,Agree,Agree,Activity
2023-06-16 21:49:30,Feb 24th,,Lunch 2,Somewhat,Agree,Agree,Activity
2023-06-16 21:49:44,Feb 24th,,Lunch 2,Fairly,Agree,Agree,Activity
2023-06-16 21:50:07,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:50:18,Feb 24th,,Lunch 2,Fairly,Strongly agree,Strongly agree,Activity
2023-06-16 21:50:26,Feb 24th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 21:50:34,Feb 24th,,Lunch 2,Somewhat,Neutral,Neutral,Activity
2023-06-16 22:01:37,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:01:51,Mar 31st,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 22:01:59,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:02:11,Mar 31st,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 22:02:21,Mar 31st,,Lunch 1,Very,Agree,Agree,Guest Speaker
2023-06-16 22:03:16,Mar 31st,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 22:03:25,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:03:34,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:03:42,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:03:50,Mar 31st,,Lunch 1,Fairly,Strongly agree,Agree,Guest Speaker
2023-06-16 22:03:59,Mar 31st,,Lunch 1,Very,Strongly agree,Agree,Guest Speaker
2023-06-16 22:04:10,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:04:18,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:04:27,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:04:36,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:04:45,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:04:53,Mar 31st,,Lunch 1,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:05:04,Mar 31st,,Lunch 1,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:40:56,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:41:08,Mar 31st,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:41:18,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:41:29,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:41:38,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:41:47,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:42:01,Mar 31st,,Lunch 2,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:42:12,Mar 31st,,Lunch 2,Very,Agree,Agree,Guest Speaker
2023-06-16 22:42:22,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:42:30,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:42:39,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:42:48,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:43:07,Mar 31st,,Lunch 2,,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:43:17,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:43:26,Mar 31st,,Lunch 2,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:43:44,Mar 31st,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:43:53,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:44:01,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 22:44:11,Mar 31st,,Lunch 2,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:44:20,Mar 31st,,Lunch 2,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:44:28,Mar 31st,,Lunch 2,Fairly,Agree,Agree,Guest Speaker
2023-06-16 22:44:37,Mar 31st,,Lunch 2,Very,Strongly agree,Strongly agree,Guest Speaker
2023-06-16 23:01:34,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:01:45,Apr 14th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Activity
2023-06-16 23:01:57,Apr 14th,,Lunch 1,Fairly,Neutral,Agree,Activity
2023-06-16 23:02:05,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:02:12,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:02:21,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:02:30,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:02:38,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:02:46,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:02:59,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:03:07,Apr 14th,,Lunch 1,Very,Strongly agree,Agree,Activity
2023-06-16 23:03:15,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:03:24,Apr 14th,,Lunch 1,Very,Strongly agree,Agree,Activity
2023-06-16 23:03:33,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:03:42,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:03:50,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:04:01,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:04:10,Apr 14th,,Lunch 1,Very,Agree,Agree,Activity
2023-06-16 23:04:19,Apr 14th,,Lunch 1,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:09,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:19,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:28,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:39,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:47,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:20:55,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:03,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:12,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:20,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:30,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:38,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:47,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:21:55,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:22:05,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-16 23:22:16,Apr 14th,,Lunch 2,Very,Strongly Disagree,Strongly Disagree,Activity
2023-06-16 23:22:25,Apr 14th,,Lunch 2,Very,Strongly agree,Strongly agree,Activity
2023-06-17 10:08:09,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:08:19,May 12th,,Lunch 1,Fairly,Agree,Agree,Guest / Discussion
2023-06-17 10:08:27,May 12th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:09:22,May 12th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:09:32,May 12th,,Lunch 1,Fairly,Agree,Agree,Guest / Discussion
2023-06-17 10:09:39,May 12th,,Lunch 1,Fairly,Agree,Agree,Guest / Discussion
2023-06-17 10:09:46,May 12th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:09:59,May 12th,,Lunch 1,Very,Agree,Agree,Guest / Discussion
2023-06-17 10:10:07,May 12th,,Lunch 1,Fairly,Agree,Agree,Guest / Discussion
2023-06-17 10:10:14,May 12th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:10:20,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:10:27,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:10:35,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:10:40,May 12th,,Lunch 1,Very,Agree,Agree,Guest / Discussion
2023-06-17 10:10:48,May 12th,,Lunch 1,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:10:54,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:11:00,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:11:07,May 12th,,Lunch 1,Fairly,Strongly agree,Agree,Guest / Discussion
2023-06-17 10:24:54,May 12th,,Lunch 1,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:48:17,May 12th,,Lunch 2,Very,Agree,Agree,Guest / Discussion
2023-06-17 10:48:26,May 12th,,Lunch 2,Fairly,Agree,Agree,Guest / Discussion
2023-06-17 10:48:35,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:48:41,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:48:51,May 12th,,Lunch 2,Very,Agree,Agree,Guest / Discussion
2023-06-17 10:48:58,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:05,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:12,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:18,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:26,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:34,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:42,May 12th,,Lunch 2,Fairly,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:49,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:49:54,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:00,May 12th,,Lunch 2,Very,Agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:07,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:13,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:20,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:31,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:39,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:45,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:51,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:50:57,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-06-17 10:51:05,May 12th,,Lunch 2,Very,Strongly agree,Strongly agree,Guest / Discussion
2023-07-12 14:48:29,May 31st,,,Fairly,Agree,Agree,Out of School Activity
2023-07-12 14:49:35,May 31st,,,Very,Strongly agree,Strongly agree,Out of School Activity
2023-07-12 14:49:46,May 31st,,,Very,Strongly Disagree,Strongly Disagree,Out of School Activity
2023-07-12 14:50:27,May 31st,,,Very,Strongly agree,Strongly agree,Out of School Activity
2023-07-12 14:50:45,May 31st,,,Very,Strongly agree,Strongly agree,Out of School Activity
2023-07-12 14:50:54,May 31st,,,Very,Strongly agree,Strongly agree,Out of School Activity
2023-07-12 14:51:03,May 31st,,,Very,Strongly agree,Strongly agree,Out of School Activity
